abbrev	abstractCompound	charge	creationDate	deltaG	deltaGErr	formula	id	mass	modificationDate	name	owner	pKa	pKb	public	scope	stringcode	structuralCues
trp-L		0	1280902174	-25	1.57896	C11H12N2O2	cpd00065	204	1280902174	L-Tryptophan	master	2.54:14|16.16:7	9.40:13|-6.32:2	1		CH(C(CH2(CH(NH2C(OHO)))C(CH(CH(CH(CH(C(NH{1}){6})))))<6>))<1>	BTWWCdblW:2|RWCdblWW:1|BWCHdblW:4|WCH2W:1|RWCHdblW:1|RWNHW:1|WWCHW:1|WCOOn:1|WNH3:1|Origin:1|HeteroAromatic:1
phe-L		0	1280902174	-51.05	0.826997	C9H11NO2	cpd00066	165	1280902174	L-Phenylalanine	master	2.47:10	9.45:12	1		CH(CH(CH(C(CH2(CH(NH2C(OHO)))CH(CH{1})))))<1>	BWWCdblW:1|BWCHdblW:5|WCH2W:1|WWCHW:1|WCOOn:1|WNH3:1|Origin:1
h		1	1280902174	-9.53	0	H	cpd00067	1	1280902174	H+	master			1		H[+1]	H:1
itp		-3	1280902174	-729.58	2.75434	C10H12N4O14P3	cpd00068	505	1280902174	ITP	master	0.84:26|1.81:29|2.73:22|7.69:30|8.96:15|13.03:14	3.30:9|-3.02:6|-3.66:14|-5.14:15	1		CH(CH(OHCH(OHCH(CH2(O(P(OHO(P(OHO(P(OHOHO))O))O)))O{1})))N(CH(N(C(C(N(CH(NH(C(O){7})))){11})<7>)))<11>)<1>	RWWNW:1|TWWCdblW:2|RWCHWW:4|RWCHdblW:2|RWdblNW:2|RWOW:1|RWWCdblO:1|PrimOH:2|WCH2W:1|mid_phos:2|prim_phos:1|amide:1|RWNHW:1|Origin:1|OCCC:1|CCNC:1|HeteroAromatic:1
tyr-L		0	1280902174	-90.53	0.901239	C9H11NO3	cpd00069	181	1280902174	L-Tyrosine	master	2.00:11|9.79:8	9.19:13|-5.96:8	1		CH(CH(C(OHCH(CH(C(CH2(CH(NH2C(OHO)))){1})))))<1>	BWWCdblW:2|BWCHdblW:4|WCH2W:1|PrimOH:1|WWCHW:1|WCOOn:1|WNH3:1|Origin:1
malcoa		-4	1280902174	-863.66	3.54191	C24H34N7O19P3S	cpd00070	849	1280902174	Malonyl-CoA	master	1.46:22|2.01:26|2.60:30|3.57:53|6.72:23	4.16:17|-3.48:9|-9.18:8	1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(C(OHO))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:2|RWCdblWW:1|WCH2W:7|prim_phos:1|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:1|WCH3:2|WketoneW:3|WCOOn:1|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
acald		0	1280902174	-33.4	0.5	C2H4O	cpd00071	44	1280902174	Acetaldehyde	master	14.50:2	-6.87:3	1		CH(OCH3)	acetaldehyde:1
f6p		-1	1280902174	-431.67	1.3115	C6H12O9P	cpd00072	259	1280902174	D-fructose-6-phosphate	master	1.78:14|6.77:15|10.75:10|13.08:11|14.22:7|14.87:13	-3.34:13|-3.52:7|-3.85:11|-4.24:2|-4.65:10	1		CH(CH2(O(P(OHOHO)))CH(OHCH(OHC(OHCH2(OH)O{1}))))<1>	RWCHWW:3|RWOW:1|WCH2W:2|RWWCWW:1|PrimOH:4|prim_phos:1|Origin:1
urea		0	1280902174	-48.7	0.5	CH4N2O	cpd00073	60	1280902174	Urea	master	16.03:2|16.03:3	-0.73:2|-5.20:3	1		C(ONH2NH2)	urea:1
s		0	1280902174	0	0.5	S	cpd00074	32	1280902174	S	master			1		S	S:1
no2		-1	1280902174	-8.9	0.5	NO2	cpd00075	46	1280902174	Nitrite	master	3.32:2	-2.47:1	1		N(OHO)	nitrite:1
sucr		0	1280902174	-377.65	2.76924	C12H22O11	cpd00076	342	1280902174	Sucrose	master	12.27:9|12.81:17|13.36:22|13.79:10|14.18:14|14.58:21	-2.90:23|-2.90:18|-3.34:10|-3.49:22|-3.51:21|-3.52:14	1		CH(CH(OHCH(OHCH(OHCH(CH2(OH)O{1}))))O(C(CH2(OH)CH(OHCH(OHCH(CH2(OH)O{9}))))<9>))<1>	RWWCWW:1|WOW:1|RWOW:2|RWCHWW:8|WCH2W:3|PrimOH:8|Origin:1
catechol		0	1280902174	-49.38	0.882045	C6H6O2	cpd00077	110	1280902174	Catechol	master	8.80:4|12.54:6	-6.29:4|-6.29:6	1		CH(CH(CH(C(OHC(OHCH{1})))))<1>	BWWCdblW:2|BWCHdblW:4|PrimOH:2|Origin:1
succoa		-4	1280902174	-862.04	3.5582	C25H36N7O19P3S	cpd00078	863	1280902174	Succinyl-CoA	master	1.46:21|2.01:26|2.60:30|3.63:54|6.72:22	4.21:17|-3.48:9|-9.18:8	1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(CH2(C(OHO)))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:2|RWCdblWW:1|prim_phos:1|WCH2W:8|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:1|WCH3:2|WketoneW:3|WCOOn:1|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
g6p		-1	1280902174	-430.78	1.50566	C6H12O9P	cpd00079	259	1280902174	D-glucose-6-phosphate	master	1.78:3|6.77:4|11.61:15|13.03:11|13.92:16|15.07:14	-3.49:11|-3.51:14|-3.73:16|-4.09:9|-4.26:15	1		CH(CH2(O(P(OHOHO)))CH(OHCH(OHCH(OHCH(OHO{1})))))<1>	prim_phos:1|WCH2W:1|RWCHWW:5|RWOW:1|PrimOH:4|Origin:1
glyc3p		-1	1280902174	-328.68	0.378192	C3H8O6P	cpd00080	171	1280902174	Glycerol-3-phosphate	master	1.78:3|6.77:4|13.99:9|15.66:10	-2.89:10|-3.22:9	1		CH2(O(P(OHOHO))CH(OHCH2(OH)))	prim_phos:1|WCH2W:2|WWCHW:1|PrimOH:2|Origin:1
so3		-1	1280902174	-126.15	0.5	HO3S	cpd00081	81	1280902174	Sulfite	master	-3.67:2|8.92:3		1		S(OHOHO)	sulfite:1
fru		0	1280902175	-219.17	1.3556	C6H12O6	cpd00082	180	1280902175	D-Fructose	master	10.75:5|13.07:7|14.13:10|14.65:9|15.16:12	-2.90:12|-3.34:9|-3.52:10|-3.85:7|-4.24:3|-4.65:5	1		CH(CH2(OH)CH(OHCH(OHC(OHCH2(OH)O{1}))))<1>	RWWCWW:1|RWCHWW:3|RWOW:1|WCH2W:2|PrimOH:5|Origin:1
gdpmann		-2	1280902175	-673.08	3.70081	C16H23N5O16P2	cpd00083	603	1280902175	GDP-mannose	master	1.66:27|2.35:23|10.16:15|12.56:34|13.19:14|14.24:37	3.01:9|-1.18:6|-3.51:37|-3.66:14|-3.74:34|-4.25:15	1		CH2(CH(CH(OHCH(OHCH(N(CH(N(C(C(N(C(NH2NH(C(O){12})))){17})<12>)))<17>O{2}))))<2>O(P(OHOO(P(OHOO(CH(CH(OHCH(OHCH(OHCH(CH2(OH)O{4})))))<4>))))))	RWWNW:1|TWWCdblW:2|RWCHWW:9|RWCHdblW:1|RWdblNW:2|RWOW:2|RWWCdblO:1|RWCdblWW:1|PrimOH:6|WNH2:1|WCH2W:2|WPO4nW:1|mid_phos:1|amide:1|RWNHW:1|Origin:1|OCCC:1|CCNC:1|HeteroAromatic:1
cys-L		0	1280902175	-83.394	0.697389	C3H7NO2S	cpd00084	121	1280902175	L-Cysteine	master	2.35:5|10.17:7	9.05:4|-9.63:7	1		CH(NH2CH2(SH)C(OHO))	WWCHW:1|WCOOn:1|WCH2W:1|WNH3:1|WSH:1|Origin:1
ala-B		0	1280902175	-86.11	0.285609	C3H7NO2	cpd00085	89	1280902175	beta-Alanine	master	4.08:4	10.31:6	1		CH2(CH2(NH2)C(OHO))	WCH2W:2|WCOOn:1|WNH3:1|Origin:1
ppcoa		-3	1280902175	-784.21	3.54855	C24H37N7O17P3S	cpd00086	820	1280902175	Propionyl-CoA	master	1.46:22|2.01:26|2.62:30|6.72:23|12.78:38	3.94:17|-3.48:9|-3.77:38|-9.18:8	1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(CH3)))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:2|RWCdblWW:1|WCH2W:7|prim_phos:1|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:1|WCH3:3|WketoneW:3|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
thf		-2	1280902175	-113.97	3.02459	C19H21N7O6	cpd00087	443	1280902175	Tetrahydrofolate	master	2.48:28|3.19:31|10.82:10|15.90:22	4.66:4|3.93:14|-1.72:5|-3.07:10|-3.58:22|-6.07:12	1		CH2(CH(CH2(NH(C(C(C(ONH(C(NH2N{10})))NH{3}))<10>)))<3>NH(C(CH(CH(C(C(ONH(CH(CH2(CH2(C(OHO)))C(OHO))))CH(CH{8})))))<8>))	TWWCdblW:2|RWNHW:3|RWdblNW:1|RWWCdblO:1|RWCH2W:1|RWCdblWW:1|RWCHWW:1|WNH2:1|WCH2W:3|WNHW:2|BWWCdblW:2|BWCHdblW:4|WketoneW:1|WWCHW:1|WCOOn:2|amide:2|Origin:1|OCCC:2|CCNC:1
DCIP		0	1280902175	22.1	4.3872	C12H7NO2Cl2	cpd00088	267	1280902175	2,6-dichloroindophenol	master	8.85:17	0.13:2|-6.36:17	1		CH(CH(C(OHCH(CH(C(N(C(CH(C(ClC(OC(ClCH{8})))))<8>)){1})))))<1>	RdblWCWW:1|WNdblW:1|RWCHdblW:2|BWWCdblW:2|RWCdblWW:2|BWCHdblW:4|RWWCdblO:1|WClTert:2|PrimOH:1|Origin:1|OCCC:2|CCCN:2|CCNC:1
g1p		-1	1280902175	-430.78	1.50566	C6H12O9P	cpd00089	259	1280902175	Glucose-1-phosphate	master	1.48:12|6.52:13|12.66:7|13.54:15|14.60:11|15.20:16	-2.90:16|-3.49:15|-3.51:11|-3.74:7|-4.13:2	1		CH(CH2(OH)CH(OHCH(OHCH(OHCH(O(P(OHOHO))O{1})))))<1>	RWCHWW:5|RWOW:1|prim_phos:1|PrimOH:4|WCH2W:1|Origin:1
idp		-2	1280902175	-521.58	2.74622	C10H12N4O11P2	cpd00090	426	1280902175	IDP	master	1.70:25|2.41:22|7.12:26|8.94:15|12.87:14|14.27:18	3.12:9|-3.02:6|-3.51:18|-3.66:14|-5.14:15	1		CH(CH(OHCH(OHCH(CH2(O(P(OHO(P(OHOHO))O)))O{1})))N(CH(N(C(C(N(CH(NH(C(O){7})))){11})<7>)))<11>)<1>	RWWNW:1|TWWCdblW:2|RWCHWW:4|RWCHdblW:2|RWdblNW:2|RWOW:1|RWWCdblO:1|PrimOH:2|WCH2W:1|mid_phos:1|prim_phos:1|amide:1|RWNHW:1|Origin:1|OCCC:1|CCNC:1|HeteroAromatic:1
ump		-1	1280902175	-397.77	1.88329	C9H12N2O9P	cpd00091	323	1280902175	UMP	master	1.78:19|6.77:20|9.40:10|13.01:9|14.35:14	-3.51:14|-3.60:9|-3.77:3|-5.70:10|-6.84:2	1		CH(CH(OHCH(OHCH(CH2(O(P(OHOHO)))O{1})))N(CH(CH(C(ONH(C(O){10})))))<10>)<1>	RWCHWW:4|RWOW:1|RWWCdblO:2|RWCHdblW:2|PrimOH:2|WCH2W:1|prim_phos:1|amide:2|RWWNW:1|RWNHW:1|Origin:1|OCCC:1
ura		0	1280902175	-61.07	1.53576	C4H4N2O2	cpd00092	112	1280902175	Uracil	master	9.49:1|13.77:6	-0.30:6|-5.57:1	1		CH(CH(NH(C(ONH(C(O){1})))))<1>	RWWCdblO:2|RWCHdblW:2|amide:2|RWNHW:2|Origin:1|OCCC:1
anth		-1	1280902175	-48.99	0.945506	C7H6NO2	cpd00093	136	1280902175	Anthranilate	master	4.89:8|19.44:6	1.95:6	1		CH(CH(CH(C(NH2C(C(OHO)CH{1})))))<1>	BWWCdblW:2|BWCHdblW:4|WCOOn:1|WNH2:1|Origin:1|OCCC:1
2obut		-1	1280902175	-111.07	0.31273	C4H5O3	cpd00094	101	1280902175	2-Oxobutyrate	master	3.19:5	-9.65:4	1		C(OCH2(CH3)C(OHO))	WketoneW:1|WCOOn:1|WCH2W:1|WCH3:1|Origin:1|OCCO:1
dhap		-1	1280902175	-320.66	0.323098	C3H6O6P	cpd00095	169	1280902175	Glycerone-phosphate	master	1.73:3|6.73:4|13.99:10|15.79:6	-3.23:10|-8.44:9	1		CH2(O(P(OHOHO))C(OCH2(OH)))	prim_phos:1|WCH2W:2|WketoneW:1|PrimOH:1|Origin:1
cdp		-2	1280902175	-553.38	1.91933	C9H13N3O11P2	cpd00096	401	1280902175	CDP	master	-7.28:24|3.20:23|7.12:20|12.96:9|14.31:14	2.39:10|1.67:17|-3.51:14|-3.60:9|-4.24:3	1		CH(CH(OHCH(OHCH(CH2(O(P(OHO(P(OHOHO))O)))O{1})))N(CH(CH(C(NH2N(C(O){9})))))<9>)<1>	RWCHWW:4|RWOW:1|RWWCdblO:1|RWCHdblW:2|PrimOH:2|RWdblNW:1|WCH2W:1|RWCdblWW:1|mid_phos:1|WNH2:1|prim_phos:1|amide:1|RWWNW:1|Origin:1|OCNC:1|CCCN:1
pqq		-3	1280902175	-190.99	4.12802	C14H3N2O8	cpd00097	327	1280902175	Pyrroloquinoline-quinone	master	3.05:16|3.54:20|4.03:23|11.44:2	-3.32:10	1		CH(C(C(C(C(C(OC(O){3})N(C(C(OHO)CH(C(C(OHO)){5})))))<5>NH(C(C(OHO)){1})))<3>)<1>	RWCdblWW:3|RWNHW:1|TWWCdblW:4|RWCHdblW:2|RWWCdblO:2|RWdblNW:1|WCOOn:3|Origin:1|OCCO:1|OCCC:4|OCCN:1|HeteroAromatic:2
chol		1	1280902176	12.19	1.9694	C5H14NO	cpd00098	104	1280902176	Choline	master	14.21:5	-3.15:5	1		CH2(N[+1](CH3CH3CH3)CH2(OH))	WCH3:3|WWNpWW:1|WCH2W:2|PrimOH:1|Origin:1
cl		-1	1280902176	10000000	10000000	Cl	cpd00099	35	1280902176	Cl-	master			1		ClH	Cl:1
glyc		0	1280902176	-116.18	0.443991	C3H8O3	cpd00100	92	1280902176	Glycerol	master	13.92:4|15.24:5|16.14:6	-2.89:5|-2.89:6|-3.21:4	1		CH(OHCH2(OH)CH2(OH))	WWCHW:1|WCH2W:2|PrimOH:3|Origin:1
r5p		-1	1280902176	-394.12	1.31756	C5H10O8P	cpd00101	229	1280902176	ribose-5-phosphate	master	1.78:3|6.77:4|11.62:14|13.25:11|14.57:13	-3.51:11|-3.73:13|-4.09:9|-4.26:14	1		CH(CH2(O(P(OHOHO)))CH(OHCH(OHCH(OHO{1}))))<1>	prim_phos:1|WCH2W:1|RWCHWW:4|RWOW:1|PrimOH:3|Origin:1
g3p		-1	1280902176	-319.2	0.314914	C3H6O6P	cpd00102	169	1280902176	Glyceraldehyde3-phosphate	master	1.78:3|6.77:4|13.23:9|18.90:7	-3.55:9|-7.63:10	1		CH2(O(P(OHOHO))CH(OHCH(O)))	prim_phos:1|WCH2W:1|WWCHW:1|WCHdblO:1|PrimOH:1|Origin:1
prpp		-3	1280902176	-814.62	1.32186	C5H10O14P3	cpd00103	387	1280902176	PRPP	master	1.39:20|1.91:12|2.49:17|6.61:21|7.28:18|12.74:7	-3.51:10|-3.74:7|-4.13:2	1		CH(CH2(O(P(OHOHO)))CH(OHCH(OHCH(O(P(OHO(P(OHOHO))O))O{1}))))<1>	RWCHWW:4|RWOW:1|mid_phos:1|PrimOH:2|WCH2W:1|prim_phos:2|Origin:1
btn		-1	1280902176	-109.02	2.20701	C10H15N2O3S	cpd00104	243	1280902176	BIOT	master	4.40:15|13.55:4	-0.25:4	1		CH2(CH(CH(CH(CH2(CH2(CH2(CH2(C(OHO)))))S{1})NH(C(ONH{2}))))<2>)<1>	TWWCHW:2|RWCHWW:1|RWCH2W:1|RWSW:1|WCH2W:4|RWWCdblO:1|WCOOn:1|amide:2|RWNHW:2|Origin:1
rib-D		0	1280902176	-181.62	1.34975	C5H10O5	cpd00105	150	1280902176	D-Ribose	master	11.62:10|13.24:6|14.38:9|15.03:8	-2.90:8|-3.51:6|-3.73:9|-4.09:3|-4.26:10	1		CH(CH2(OH)CH(OHCH(OHCH(OHO{1}))))<1>	RWCHWW:4|RWOW:1|WCH2W:1|PrimOH:4|Origin:1
fum		-2	1280902176	-143.7	0.716896	C4H2O4	cpd00106	114	1280902176	Fumarate	master	3.55:3|4.41:7		1		(CH(C(OHO))CH(C(OHO)))	WCOOn:2|WCHdblW:2|Origin:1|OCCC:2
leu-L		0	1280902176	-84.87	0.446773	C6H13NO2	cpd00107	131	1280902176	L-Leucine	master	2.79:6	9.52:4	1		(CH(NH2C(OHO))CH2(CH(CH3CH3)))	WWCHW:2|WCH2W:1|WCOOn:1|WNH3:1|WCH3:2|Origin:1
gal		0	1280902176	-218.28	1.54422	C6H12O6	cpd00108	180	1280902176	Galactose	master	11.61:11|13.03:6|13.87:12|14.69:10|15.28:8	-2.90:8|-3.49:6|-3.51:10|-3.73:12|-4.09:3|-4.26:11	1		CH(CH2(OH)CH(OHCH(OHCH(OHCH(OHO{1})))))<1>	RWCHWW:5|RWOW:1|WCH2W:1|PrimOH:5|Origin:1
ficytc		5	1280902176	10000000	10000000	C42H52FeN8O6S2	cpd00109	884	1280902176	Cytochrome c3+	master	3.19:48|3.79:45|14.88:56|15.48:54	7.65:53|7.05:51|-0.62:54|-0.62:56|-1.53:3|-5.99:5	1		CH(C(C(CH(S(CH2(CH(NH2C(ONH(CH3)))))CH3)C(CH3C(CH(C(C(CH3C(CH2(CH2(C(OHO)))C(CH(C(C(CH2(CH2(C(OHO)))C(CH3C(CH(C(C(CH(S(CH2(CH(NH2C(ONH(CH3)))))CH3)C(CH3C(N[+1](Fe[+3](N{5,9}N{7,10}N[+1]{8,12})){6}){1})))<6>))<10>)))<7>))<8>)))<12>))<9>)))<5>)<1>	NoGroup:5|TWWCdblW:8|RWCHdblW:4|RWCdblWW:8|WWCHW:4|WCH3:8|WCH2W:6|WSW:2|WCOOn:2|WketoneW:2|WNH3:2|amide:2|WNHW:2|Origin:1|CCCN:4|CCNC:2|CCCC:6|HeteroAromatic:1
focytc		4	1280902176	10000000	10000000	C42H52FeN8O6S2	cpd00110	884	1280902176	Cytochrome c2+	master	3.19:48|3.79:45|14.88:56|15.48:54	7.65:53|7.05:51|-0.62:54|-0.62:56|-1.53:3|-5.99:5	1		CH(C(C(CH(S(CH2(CH(NH2C(ONH(CH3)))))CH3)C(CH3C(CH(C(C(CH3C(CH2(CH2(C(OHO)))C(CH(C(C(CH2(CH2(C(OHO)))C(CH3C(CH(C(C(CH(S(CH2(CH(NH2C(ONH(CH3)))))CH3)C(CH3C(N[+1](Fe[+2](N{5,9}N{7,10}N[+1]{8,12})){6}){1})))<6>))<10>)))<7>))<8>)))<12>))<9>)))<5>)<1>	NoGroup:5|TWWCdblW:8|RWCHdblW:4|RWCdblWW:8|WWCHW:4|WCH3:8|WCH2W:6|WSW:2|WCOOn:2|WketoneW:2|WNH3:2|amide:2|WNHW:2|Origin:1|CCCN:4|CCNC:2|CCCC:6|HeteroAromatic:1
gthox		-2	1280902176	-434.73	3.05915	C20H30N6O12S2	cpd00111	610	1280902176	Oxidized glutathione	master	1.42:1|1.99:39|2.82:13|3.39:30|14.60:10|15.14:26	9.61:16|9.01:38|-4.44:10|-4.44:26	1		(S(CH2(CH(NH(C(OCH2(CH2(CH(NH2C(OHO))))))C(ONH(CH2(C(OHO)))))))S(CH2(CH(NH(C(OCH2(CH2(CH(NH2C(OHO))))))C(ONH(CH2(C(OHO))))))))	WCOOn:4|WWCHW:4|WCH2W:8|WketoneW:4|WNH3:2|WSSW:1|amide:4|WNHW:4|Origin:1
CMP-N-acetylneuraminate		-2	1280902176	-610.28	3.05995	C20H29N4O16P	cpd00112	612	1280902176	CMP-N-acetylneuraminate	master	1.39:14|3.24:9|12.77:38|13.36:24|14.05:22|14.50:37	2.65:27|-3.02:12|-3.36:37|-3.49:38|-3.51:22|-3.60:24	1		CH2(CH(CH(OHCH(OHCH(N(CH(CH(C(NH2N(C(O){15})))))<15>O{3}))))<3>O(P(OHOO(C(C(OHO)CH2(CH(OHCH(NH(C(OCH3))CH(CH(OHCH(OHCH2(OH)))O{10})))))<10>))))	RWWCWW:1|RWOW:2|RWCH2W:1|WPO4nW:1|WCOOn:1|RWCHWW:7|PrimOH:6|WCH2W:2|RWWCdblO:1|RWCHdblW:2|RWdblNW:1|RWCdblWW:1|WNH2:1|WWCHW:2|WketoneW:1|WCH3:1|amide:2|RWWNW:1|WNHW:1|Origin:1|OCNC:1|CCCN:1
ipdp		-2	1280902176	-439.84	0.57919	C5H10O7P2	cpd00113	244	1280902176	Isopentenyldiphosphate	master	1.73:8|2.52:4|7.12:9		1		O(P(OHO(P(OHOHO))O)CH2(CH2(C(CH3CH2))))	mid_phos:1|prim_phos:1|WCH2W:2|WdblCWW:1|WCH3:1|WdblCH2:1|Origin:1
imp		-1	1280902176	-313.58	2.74351	C10H12N4O8P	cpd00114	347	1280902176	IMP	master	1.76:21|6.77:22|8.94:15|12.87:14|14.27:18	3.03:9|-2.99:6|-3.51:18|-3.66:14|-4.54:7|-5.14:15	1		CH(CH(OHCH(OHCH(CH2(O(P(OHOHO)))O{1})))N(CH(N(C(C(N(CH(NH(C(O){7})))){11})<7>)))<11>)<1>	RWWNW:1|TWWCdblW:2|RWCHWW:4|RWCHdblW:2|RWdblNW:2|RWOW:1|RWWCdblO:1|PrimOH:2|WCH2W:1|prim_phos:1|amide:1|RWNHW:1|Origin:1|OCCC:1|CCNC:1|HeteroAromatic:1
datp		-3	1280902176	-634.01	2.99123	C10H13N5O12P3	cpd00115	488	1280902176	dATP	master	0.84:25|1.83:28|2.96:21|7.72:29|14.21:17	3.99:14|-3.15:17|-3.45:9|-9.15:6	1		CH2(CH(N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>O(CH(CH2(O(P(OHO(P(OHO(P(OHOHO))O))O)))CH(OH){1}))))<1>	RWWNW:1|TWWCdblW:2|RWCHWW:3|RWCHdblW:2|RWdblNW:3|RWOW:1|RWCH2W:1|RWCdblWW:1|WNH2:1|WCH2W:1|PrimOH:1|mid_phos:2|prim_phos:1|Origin:1|HeteroAromatic:2
meoh		0	1280902176	-41.9	0.5	CH4O	cpd00116	32	1280902176	Methanol	master	15.78:2	-2.46:2	1		(CH3OH)	MeOH:1
ala-D		0	1280902176	-87.92	0.293304	C3H7NO2	cpd00117	89	1280902176	D-Alanine	master	2.47:1	9.48:6	1		(C(OHO)CH(NH2CH3))	WCOOn:1|WWCHW:1|WCH3:1|WNH3:1|Origin:1
ptrc		2	1280902176	-6.02	0.526313	C4H14N2	cpd00118	90	1280902176	Putrescine	master		10.51:5|9.90:6	1		(CH2(CH2(NH2))CH2(CH2(NH2)))	WCH2W:4|WNH3:2|Origin:1
his-L		0	1280902176	-45.63	1.132	C6H9N3O2	cpd00119	155	1280902176	L-Histidine	master	1.85:10|13.10:6	9.25:9|6.14:4	1		CH(C(CH2(CH(NH2C(OHO)))N(CH(NH{1}))))<1>	RWCdblWW:1|WCH2W:1|RWCHdblW:2|RWdblNW:1|WWCHW:1|RWNHW:1|WCOOn:1|WNH3:1|Origin:1|HeteroAromatic:1
btcoa		-3	1280902176	-782.59	3.56481	C25H39N7O17P3S	cpd00120	834	1280902176	Butyryl-CoA	master	1.46:21|2.01:26|2.62:30|6.72:22|12.78:38	3.94:17|-3.48:9|-3.77:38|-9.18:8	1		CH(CH(OHCH(O(P(OHOHO))CH(CH2(O(P(OHO(P(OHO(CH2(C(CH3CH3CH(OHC(ONH(CH2(CH2(C(ONH(CH2(CH2(S(C(OCH2(CH2(CH3))))))))))))))))O))O)))O{1})))N(CH(N(C(C(N(CH(N(C(NH2){7})))){10})<7>)))<10>)<1>	RWWNW:1|RWCHWW:4|TWWCdblW:2|RWCHdblW:2|RWOW:1|RWdblNW:3|PrimOH:2|RWCdblWW:1|prim_phos:1|WCH2W:8|WNH2:1|WPO4nW:1|mid_phos:1|WWCWW:1|WWCHW:1|WCH3:3|WketoneW:3|amide:2|WNHW:2|WSW:1|smide:1|Origin:1|HeteroAromatic:2
inost		0	1280902176	-219.96	1.50038	C6H12O6	cpd00121	180	1280902176	L-Inositol	master	12.63:4|13.22:10|13.85:11|14.56:12|15.18:8|15.77:6	-3.49:4|-3.49:6|-3.49:8|-3.49:10|-3.49:11|-3.49:12	1		CH(OHCH(OHCH(OHCH(OHCH(OHCH(OH){1})))))<1>	RWCHWW:6|PrimOH:6|Origin:1
acgam		0	1280902176	-212.63	1.63473	C8H15NO6	cpd00122	221	1280902176	N-Acetyl-D-glucosamine	master	11.94:8|13.26:11|14.38:6|14.97:15|15.78:4	-2.90:15|-3.38:6|-3.49:11|-4.06:7|-4.13:8|-4.16:4	1		CH(CH2(OH)CH(OHCH(OHCH(NH(C(OCH3))CH(OHO{1})))))<1>	RWCHWW:5|PrimOH:4|RWOW:1|WketoneW:1|WCH3:1|WCH2W:1|amide:1|WNHW:1|Origin:1
3mob		-1	1280902176	-111.26	0.38619	C5H7O3	cpd00123	115	1280902176	3-Methyl-2-oxobutanoate	master	3.37:7	-9.72:4	1		C(OCH(CH3CH3)C(OHO))	WketoneW:1|WWCHW:1|WCOOn:1|WCH3:2|Origin:1|OCCO:1
3'-Phosphomononucleotide		-1	1280902176	10000000	10000000	C5H9O7PR	cpd00124	213	1280902176	3'-Phosphomononucleotide	master			1		CH(CH2(OH)CH(O(P(OHOHO))CH(OHCH(RO{1}))))<1>	RWCHWW:4|prim_phos:1|RWOW:1|WCH2W:1|PrimOH:2|RW:1|Origin:1
mlthf		-2	1280902176	-93.65	3.08833	C20H21N7O6	cpd00125	455	1280902176	5-10-Methylenetetrahydrofolate	master	2.51:29|3.67:32|10.81:12|15.84:23	4.59:11|-0.03:1|-3.18:12|-3.59:23|-4.24:9|-6.00:18	1		CH2(CH(CH2(NH(C(C(C(ONH(C(NH2N{11})))N(CH2(N(C(CH(CH(C(C(ONH(CH(CH2(CH2(C(OHO)))C(OHO))))CH(CH{9})))))<9>){1})){4}))<11>)))<4>)<1>	TWNWW:1|TWWCdblW:2|TWWCHW:1|RWCH2W:3|RWWCdblO:1|RWWNW:1|RWNHW:2|RWdblNW:1|BWWCdblW:2|RWCdblWW:1|BWCHdblW:4|WNH2:1|WketoneW:1|WWCHW:1|WCH2W:2|WCOOn:2|amide:2|WNHW:1|Origin:1|OCCC:2|CCNC:1
