abbrev	abstractReaction	code	creationDate	definition	deltaG	deltaGErr	enzyme	equation	id	modificationDate	name	owner	public	reversibility	scope	status	structuralCues	thermoReversibility	transportedAtoms
NADH:L-cystine oxidoreductase		cpd00003 + (2) cpd00084 <=> cpd00004 + cpd00381	1281967881	NAD + 2 L-Cysteine <=> NADH + H+ + L-Cystine	12.448	2.03765	|1.8.1.6	cpd00003 + 2 cpd00084 <=> cpd00004 + cpd00381	rxn00644	1281967881	NADH:L-cystine oxidoreductase	master	1	<=>		CI:-1	WRdNWRW:-1|RWCHdblW:-1|RWWNW:1|Origin:-1|HeteroAromatic:-1|WSH:-2|RWCH2W:1|WSSW:1	<=	
GDPmannose 3,5-epimerase		cpd00083 <=> cpd01536	1281967881	GDP-mannose <=> GDP-L-galactose	0	2	|5.1.3.18	cpd00083 <=> cpd01536	rxn00643	1281967881	GDPmannose 3,5-epimerase	master	1	<=>		OK		<=>	
GDPMD		cpd00083 <=> cpd00001 + cpd00900	1281967881	GDP-mannose <=> H2O + GDP-4-dehydro-D-rhamnose	-13.897	0.681919	4.2.1.47	cpd00083 <=> cpd00001 + cpd00900	rxn00642	1281967881	GDPmannose 4,6-hydro-lyase	master	1	=>		OK	|RWCHWW:-1|RWWCdblO:1|PrimOH:-2|WCH2W:-1|H2O:1|WCH3:1	=>	
MAN1PT		cpd00038 + cpd00485 <=> cpd00012 + cpd00083	1281967881	GTP + D-Mannose1-phosphate <=> PPi + GDP-mannose	1.07	0.746895	|2.7.7.13	cpd00038 + cpd00485 <=> cpd00012 + cpd00083	rxn00641	1281967881	GTP:alpha-D-mannose-1-phosphate guanylyltransferase	master	1	<=>		OK	|mid_phos:-1|prim_phos:-2|Origin:-1|pyrophos:1|WPO4nW:1	<=>	
MAN1PT2_r		cpd00031 + cpd00485 <=> cpd00009 + cpd00083	1281967881	GDP + D-Mannose1-phosphate <=> Phosphate + H+ + GDP-mannose	2.496	0.736864	2.7.7.22	cpd00031 + cpd00485 <=> cpd00009 + cpd00067 + cpd00083	rxn00640	1281967881	GDP:D-mannose-1-phosphate guanylyltransferase	master	1	<=>		OK	|prim_phos:-2|Origin:-1|orthophosphate:1|H:1|WPO4nW:1	<=>	
GDPMNP		cpd00001 + cpd00083 <=> cpd00126 + cpd00485	1281967881	H2O + GDP-mannose <=> GMP + D-Mannose1-phosphate	-9.313	0.746895	|3.6.1.21	cpd00001 + cpd00083 <=> cpd00126 + cpd00485	rxn00639	1281967881	GDPmannose sugarphosphohydrolase	master	1	=>		OK	|H2O:-1|WPO4nW:-1|mid_phos:-1|Origin:1|prim_phos:2	=>	
ALGD		cpd00001 + (2) cpd00003 + cpd00083 <=> (2) cpd00004 + cpd00719	1281967881	H2O + 2 NAD + GDP-mannose <=> 2 NADH + 3 H+ + GDP-D-mannuronate	-4.583	2.15919	|1.1.1.132	cpd00001 + (2) cpd00003 + cpd00083 <=> (2) cpd00004 + (3) cpd00067 + cpd00719	rxn00638	1281967881	GDP-D-mannose:NAD+ 6-oxidoreductase	master	1	<=>		OK	|H2O:-1|PrimOH:-1|WCH2W:-1|WRdNWRW:-2|RWCHdblW:-2|RWWNW:2|HeteroAromatic:-2|RWCH2W:2|H:3|WCOOn:1	<=>	
D-Mannose ketol-isomerase		cpd00138 <=> cpd00082	1281967881	MANN <=> Levulose	-0.89	0.608878	|5.3.1.7	cpd00138 <=> cpd00082	rxn00636	1281967881	D-Mannose ketol-isomerase	master	1	<=>		OK	|RWCHWW:-2|WCH2W:1|RWWCWW:1	<=>	
ITP:D-hexose 6-phosphotransferase		cpd00068 + cpd00082 <=> cpd00072 + cpd00090	1281967881	ITP + Levulose <=> Neuberg ester + IDP	-4.5	0.23673	|2.7.1.1	cpd00068 + cpd00082 <=> cpd00072 + cpd00090	rxn00635	1281967881	ITP:D-hexose 6-phosphotransferase	master	1	<=>		OK	|PrimOH:-1|mid_phos:-1|prim_phos:1	<=>	
SBTD_D		cpd00003 + cpd00588 <=> cpd00004 + cpd00082	1281967881	NAD + Sorbitol <=> NADH + H+ + Levulose	2.01	1.70129	|1.1.1.14|1.1.1.15	cpd00003 + cpd00588 <=> cpd00004 + cpd00067 + cpd00082	rxn00634	1281967881	D-Glucitol:NAD+ 2-oxidoreductase	master	1	<=>		OK	|RWCHWW:3|RWOW:1|PrimOH:-1|WRdNWRW:-1|RWCHdblW:-1|RWWNW:1|HeteroAromatic:-1|WWCHW:-4|RWCH2W:1|H:1|RWWCWW:1	<=>	
D-Glucose:D-fructose oxidoreductase		cpd00027 + cpd00082 <=> cpd00170 + cpd00588	1281967881	Glucose + Levulose <=> Gluconolactone + Sorbitol	-4.01	2.27403	|1.1.99.28	cpd00027 + cpd00082 <=> cpd00170 + cpd00588	rxn00633	1281967881	D-Glucose:D-fructose oxidoreductase	master	1	<=>		OK	|RWCHWW:-4|RWOW:-2|RWWCWW:-1|RWOCOW:1|WWCHW:4	<=>	
D-Fructose 2-phosphate phosphatase		cpd00001 + cpd02085 <=> cpd00009 + cpd00082	1281967881	H2O + beta-D-Fructose 2-phosphate <=> Phosphate + H+ + Levulose	-2.317	0.735634	|3.1.3.-	cpd00001 + cpd02085 <=> cpd00009 + cpd00067 + cpd00082	rxn00632	1281967881	D-Fructose 2-phosphate phosphatase	master	1	=>		OK	|H2O:-1|prim_phos:-1|PrimOH:1|orthophosphate:1|H:1	=>	
D-Fructose:NADP+ 5-oxidoreductase		cpd00006 + cpd00082 <=> cpd00005 + cpd00234	1281967881	TPN + Levulose <=> TPNH + H+ + 5-Dehydro-D-fructose	5.51	1.65622	|1.1.1.124	cpd00006 + cpd00082 <=> cpd00005 + cpd00067 + cpd00234	rxn00631	1281967881	D-Fructose:NADP+ 5-oxidoreductase	master	1	<=>		OK	|RWCHWW:-3|RWWNW:1|RWOW:-1|RWCHdblW:-1|PrimOH:-1|WRdNWRW:-1|WketoneW:2|HeteroAromatic:-1|RWWCWW:-1|RWCH2W:1|H:1|WWCHW:2	<=>	
D-Mannitol:NADP+ 2-oxidoreductase		cpd00006 + cpd00314 <=> cpd00005 + cpd00082	1281967881	TPN + MNTL <=> TPNH + H+ + Levulose	2.01	1.70129	|1.1.1.138	cpd00006 + cpd00314 <=> cpd00005 + cpd00067 + cpd00082	rxn00630	1281967881	D-Mannitol:NADP+ 2-oxidoreductase	master	1	<=>		OK	|RWCHWW:3|RWWNW:1|RWOW:1|RWCHdblW:-1|PrimOH:-1|WRdNWRW:-1|HeteroAromatic:-1|WWCHW:-4|RWCH2W:1|H:1|RWWCWW:1	<=>	
MNLDH		cpd00003 + cpd00314 <=> cpd00004 + cpd00082	1281967881	NAD + MNTL <=> NADH + H+ + Levulose	2.01	1.70129	|1.1.1.11|1.1.1.67	cpd00003 + cpd00314 <=> cpd00004 + cpd00067 + cpd00082	rxn00629	1281967881	D-Mannitol:NAD+ 2-oxidoreductase	master	1	<=>		OK	|RWCHWW:3|RWOW:1|PrimOH:-1|WRdNWRW:-1|RWCHdblW:-1|RWWNW:1|HeteroAromatic:-1|WWCHW:-4|RWCH2W:1|H:1|RWWCWW:1	<=>	
ATP:D-fructose 1-phosphotransferase		cpd00002 + cpd00082 <=> cpd00008 + cpd00802	1281967881	ATP + Levulose <=> ADP + Fructose 1-phosphate	-4.5	0.23673	|2.7.1.3	cpd00002 + cpd00082 <=> cpd00008 + cpd00802	rxn00627	1281967881	ATP:D-fructose 1-phosphotransferase	master	1	<=>		OK	|PrimOH:-1|mid_phos:-1|prim_phos:1	<=>	
D-Mannitol:ferricytochrome-c 2-oxidoreductase		(2) cpd00109 + cpd00314 <=> cpd00082 + (2) cpd00110	1281967881	2 Cytochrome c3+ + MNTL <=> 2 H+ + Levulose + 2 Cytochrome c2+	10000000	10000000	|1.1.2.2	(2) cpd00109 + cpd00314 <=> (2) cpd00067 + cpd00082 + (2) cpd00110	rxn00626	1281967881	D-Mannitol:ferricytochrome-c 2-oxidoreductase	master	1	<=>		OK		<=>	
